id,text,anger,fear,joy,sadness,surprise
eng_train_track_b_02187,it freaked my uncle right the hell out,0,2,0,0,2
eng_train_track_b_02188,it s pretty bright well when i awoke i saw that the glow had gone however when i moved my ankle it totally killed,0,1,0,1,0
eng_train_track_b_02189,after the humiliation and my husband laughing uncontrollably at me my nails remained perfectly intact,1,0,0,1,0
eng_train_track_b_02190,i was so wrapping up in the boy in my arms,0,0,2,0,0
eng_train_track_b_02191,i almost envy them being an actual teenager in this era means that i have a world weary ennui on my shoulders,0,0,0,1,0
eng_train_track_b_02192,i remained standing with a blank expression on my face,0,0,0,1,0
eng_train_track_b_02193,completely lost my mind,1,3,0,1,1
eng_train_track_b_02194,last year my school bus got hit while at a stop,0,2,0,1,1
eng_train_track_b_02195,again i have a problem with the muscles in the back of my head behind my right ear,0,2,0,1,0
eng_train_track_b_02196,i know this pain,0,1,0,2,0
eng_train_track_b_02197,it just felt wrong,1,2,0,2,0
eng_train_track_b_02198,anyway so i read the cave thing and went to bed pretty creeped out,0,2,0,0,1
eng_train_track_b_02199,i have a twin apparently,0,1,1,0,2
eng_train_track_b_02200,maybe a bit younger,0,0,0,0,1
eng_train_track_b_02201,he then reached across with one of his front paws and put it around my arm,0,0,0,0,0
eng_train_track_b_02202,however untrue i know this is intellectually for i still have family in indiana aunts uncles cousins and my grandfather lucas who is still alive and kickin i still can not ignore this damned shade that keeps popping up over my shoulder and whisper s my worst fear alone,0,2,0,1,0
eng_train_track_b_02203,or the darkness in my eyes,0,1,0,2,0
eng_train_track_b_02204,we were all treated and ended up fine,0,0,2,0,0
eng_train_track_b_02205,now i m stuck with a class d felony for distribution of marijuana fucking sucks man,2,2,0,3,0
eng_train_track_b_02206,one day in high school my mom corners me in my room holding up this small white thing,0,2,0,0,2
eng_train_track_b_02207,he txt d me last week to ask about my knee out of nowhere wtf,1,0,0,0,2
eng_train_track_b_02208,i though nothing of it until i turned out the lights,0,1,0,0,1
eng_train_track_b_02209,there was the shock of all my teeth on the bottom being pushed so out of whack i needed oral surgery and oh year my jaw was broken,1,3,0,2,1
eng_train_track_b_02210,tall pale skinny great body,0,0,1,0,0
eng_train_track_b_02211,i picked my head up and the light coming through my window was far too bright but i could still make out where my phone was,0,1,0,0,0
eng_train_track_b_02212,they arrest him on gun charges rape possession of child pornography drinking underage bal was 0 34 as well as exploitation of a minor,3,2,0,3,2
eng_train_track_b_02213,we got stuck on pandemonium lol it was so funny i hurt my foot somehow lol figures now that i have no insuarance and i m waiting to hear back from mass health,1,1,1,1,0
eng_train_track_b_02214,it was super cool and the girl who i offered it to was super sweet and actually sent me some tea and a lipstick in return,0,0,3,0,1
eng_train_track_b_02215,it was a tempting trap and my greed forced me to fall for it and i burnt my hands there,1,1,0,0,0
eng_train_track_b_02216,my mother gets bothered just telling the story,0,0,0,1,0
eng_train_track_b_02217,pretty eerie but awesome,0,1,3,0,1
eng_train_track_b_02218,i like how sometimes my skin makes is so easy for me to be invisible,0,0,1,0,0
eng_train_track_b_02219,but it s okay because i was confident,0,0,1,0,0
eng_train_track_b_02220,it was still very dark and very much night time,0,1,0,0,0
eng_train_track_b_02221,why people remember what they remember why they forget what they forget for now just introduce her to familiar situations gently shankar said in a hard warning tone before adding in sympathy and hope for the best logan sighed rubbing his temples in sudden exhaustion despite the fact it was only just now creeping up on midnight,0,2,0,1,0
eng_train_track_b_02222,i can go pee here but that s all and then no water to wash my hands,0,1,0,0,0
eng_train_track_b_02223,one day one of the nazi soldiers went missing,0,1,0,1,2
eng_train_track_b_02224,he told her not to disturb him,1,0,0,0,0
eng_train_track_b_02225,my jaw dropped and apparently the look of horror on my face was priceless,0,2,0,0,1
eng_train_track_b_02226,it reminds me of the pain i always felt with the pain in my back,0,1,0,1,0
eng_train_track_b_02227,i felt my eyelids swelling shut and the crack in my collarbone started to throb,0,2,0,2,0
eng_train_track_b_02228,i slid my hand into my pocket and took out my knife,0,1,0,0,0
eng_train_track_b_02229,i see the cycles,0,0,0,0,1
eng_train_track_b_02230,i don t know what it is about my mouth but it holds onto colour for ages,0,0,1,0,0
eng_train_track_b_02231,a bit of a mental image here,0,0,0,0,1
eng_train_track_b_02232,a friend of mine is a policeman,0,0,1,0,0
eng_train_track_b_02233,my stomach must be returning to normal size after months of unnecessary stretching,0,0,0,0,0
eng_train_track_b_02234,warning may contain baseball,0,0,0,0,1
eng_train_track_b_02235,wow did my head start to hurt,0,1,0,0,0
eng_train_track_b_02236,nothing but fine grey and tan sand as far as my eyes could see,0,0,0,1,0
eng_train_track_b_02237,me nude on facebook already two comments,0,2,0,0,2
eng_train_track_b_02238,he was about 5 blockage away from the widow maker and also suffered a minor stroke,0,3,0,2,1
eng_train_track_b_02239,i somehow managed to snap back on a shot and cut my finger pretty bad,0,1,0,1,0
eng_train_track_b_02240,oddly enough his school is just 30 minutes away from mine,0,0,0,0,1
eng_train_track_b_02241,rolling fire and earth fill my vision the hairs on my arm stand up and then burn my skin blisters and still i watch as doom comes my way the end of all and suddenly calm,0,3,0,1,1
eng_train_track_b_02242,the two weeks in that box though i was bored out of my skull were easy as far as my magic was concerned,0,0,0,2,0
eng_train_track_b_02243,it was his very crappy white trash dream car,1,0,0,0,0
eng_train_track_b_02244,we grew pretty close,0,0,2,0,0
eng_train_track_b_02245,put a smile to my face haha,0,0,3,0,0
eng_train_track_b_02246,then again my eyes start to burn just like the other day and the days before,0,1,0,1,0
eng_train_track_b_02247,i was mad and when i put my hands together fire appeared and i threw it,2,0,0,0,0
eng_train_track_b_02248,i thought i was clear until i felt a hand grab my shoulder i turned in shock to see an off duty roman who had been passing i knew he was a roman from the ring which every roman wore his citizen s ring as they called it,0,2,0,0,2
eng_train_track_b_02249,my heart leaped and i held out my palm,0,0,1,0,1
eng_train_track_b_02250,the next day i turned it back on and all was fine and when i checked the sample music and my own there was nothing that sounded even remotely similar,0,0,2,0,1
eng_train_track_b_02251,listen as she tells you she doesn t want to date you,1,1,0,2,1
eng_train_track_b_02252,he had a pilot s license he had all the gear everything,0,0,1,0,1
eng_train_track_b_02253,and that s why i never yell,1,0,0,0,0
eng_train_track_b_02254,you see i was still on my journey to healing a bit of a broken heart so practically my heart was not in a bad shape then,0,0,0,1,0
eng_train_track_b_02255,a flaming ball of fire shoots up my leg to my hip back down and out my toes and i involuntarily kick her,2,1,0,0,1
eng_train_track_b_02256,just the thought of having to get up and speak in front of 30 people makes my heart want to pound out of my chest but i have to get over my shyness,0,3,0,0,0
eng_train_track_b_02257,i got a thousand dollars from my grandfather that he invested in me when i was born to get my feet on the ground and already in one day it is almost gone,0,0,0,1,0
eng_train_track_b_02258,i could have wept with relief and gratitude,0,0,3,0,0
eng_train_track_b_02259,and it was awful,0,1,0,3,0
eng_train_track_b_02260,when we get out the shape is gone,0,1,0,0,1
eng_train_track_b_02261,i went so crazy that i trashed my wrists and bled to the point of fainting,3,3,0,2,0
eng_train_track_b_02262,this week i ve found myself on my knees crying for no reason,0,0,0,3,0
eng_train_track_b_02263,my heart pounded as i held my breath when he pulled me into his arms and slammed his mouth into mine,0,1,0,0,1
eng_train_track_b_02264,i run the rough side of my hand down my stomach the way that you did,0,0,1,0,0
eng_train_track_b_02265,in keeping it simple and short,0,0,0,0,0
eng_train_track_b_02266,most mornings i was hardly able to move my neck at all until after i d spent a good 15 minutes letting really hot water pound down on it in the shower,0,1,0,0,0
eng_train_track_b_02267,i had to listen closely to close my eyes to feel it filling my head,0,1,0,0,0
eng_train_track_b_02268,we were too in shock to scream,0,3,0,0,3
eng_train_track_b_02269,my bedroom was next to the kitchen,0,0,0,0,0
eng_train_track_b_02270,black permanent marker covered the face of the music player words and phrases like were sloppily written in my hand writing,0,0,0,0,0
eng_train_track_b_02271,my leg is painful this time i got bought a lot of new cloths my bro also shoe is like normal one,0,1,0,1,0
eng_train_track_b_02272,tears started to stroll down my cheeks as i threw my face into my hands,0,1,0,2,0
eng_train_track_b_02273,the few movies that i have watched since then i cried my eyes out,0,0,0,2,0
eng_train_track_b_02274,throwing my legs out 45 degrees i smiled and said wheeeeee,0,0,2,0,0
eng_train_track_b_02275,three kids died that day,0,1,0,3,0
eng_train_track_b_02276,so i sit across from this guy and this girl i say hi to the girl and i turn to the guy and we just stare at each other for at least 30 seconds to a minute,0,2,0,0,1
eng_train_track_b_02277,i changed and manage to get out of my iced over neighborhood to get there i stand in the back putting food on trays and cursing under my breath every time i move my foot,1,1,0,0,0
eng_train_track_b_02278,they ve just closed,1,0,0,1,1
eng_train_track_b_02279,well there was plenty of room anyhoo so there was only one pillow and i moved my head but misjudged and ended up on his shoulder instead,0,0,0,0,1
eng_train_track_b_02280,a scar started to appear on my left palm low opposite my thumb,0,1,0,0,0
eng_train_track_b_02281,but bigger and about six foot of the floor,0,1,0,0,1
eng_train_track_b_02282,i think my calf super muscular le,0,0,1,0,0
eng_train_track_b_02283,there s nothing but dead air,0,2,0,1,0
eng_train_track_b_02284,the rational part of my brain i will not click this,0,2,0,0,0
eng_train_track_b_02285,she is awesome and totally not bride zilla y at all,0,0,2,0,1
eng_train_track_b_02286,i put something on it for flavor and put the whole thing in my mouth,0,0,1,0,0
eng_train_track_b_02287,the one attribute that stuck out most,0,0,0,0,1
eng_train_track_b_02288,a bee got into my pants and crawled all the way up my leg,0,3,0,0,1
eng_train_track_b_02289,only reason i looked is because some user said dreads are cool,0,0,1,0,1
eng_train_track_b_02290,i imagine myself now lying on the bed with that skipping rope tied around my neck,0,2,0,3,0
eng_train_track_b_02291,i don t know how but as soon as we started i got 3 numbers in a row completely correct,0,0,3,0,2
eng_train_track_b_02292,the monstrosity is gone,0,0,2,0,0
eng_train_track_b_02293,i have never been so scared,0,3,0,0,0
eng_train_track_b_02294,back in the 70s my mom found a bag in my room,0,1,0,0,1
eng_train_track_b_02295,i shook my head,0,0,0,0,0
eng_train_track_b_02296,i have major headache just want to sleep all day and the worst part when i look in the mirror my lips is swollen to like two times the size,0,1,0,2,0
eng_train_track_b_02297,i went straight home and had a shower,0,0,0,0,0
eng_train_track_b_02298,i had to wear sunglasses to keep the snow out of my eyes fortunately the brown lenses were ok for the low light,0,0,1,0,0
eng_train_track_b_02299,but man my stomach is in so much pain it s hurts to poo,0,2,0,2,0
eng_train_track_b_02300,again i was conflicted in my mind because a few days ago he had held my hand and looked at my thumb and i felt nothing not even one stray tingle,0,0,0,2,0
eng_train_track_b_02301,yeah but did you just find that,0,1,0,0,2
eng_train_track_b_02302,was he the rapist,0,3,0,1,1
eng_train_track_b_02303,i turned my head to oncoming headlights,0,1,0,0,0
eng_train_track_b_02304,my eye liner was smudged my cheeks redder than normal,0,0,0,0,0
eng_train_track_b_02305,that is one thing i love about my company,0,0,3,0,0
eng_train_track_b_02306,i breathed in and got cake stuck up my nose plus i couldn t see with the frosting smudging my glasses,0,0,0,0,1
eng_train_track_b_02307,a old gray lady,0,0,0,1,0
eng_train_track_b_02308,needless to say it was very hard not to cry due to disappointment,0,0,0,3,0
eng_train_track_b_02309,my head pounded and my lips were chalky that was a good sign,0,1,0,0,0
eng_train_track_b_02310,her hair was greasy stringy and falling out,0,1,0,2,0
eng_train_track_b_02311,very rare it was so cold that i can t even place my feet on the floor weather in the morning when it was raining the sky was so dark this photo was exclusively taken by my new w910i which is 2days old,0,2,0,1,0
eng_train_track_b_02312,like there was an invisible wall,0,2,0,0,2
eng_train_track_b_02313,i never felt very spiritual,0,0,0,1,0
eng_train_track_b_02314,the storm gets worse,0,2,0,0,0
eng_train_track_b_02315,it was super foggy i swear i started to feel droplets on my shoulders from the fog as i was waiting to cross the street,0,0,0,0,0
eng_train_track_b_02316,one jumped on my leg and bit me,1,3,0,0,1
eng_train_track_b_02317,this guy is drunk,0,1,0,0,0
eng_train_track_b_02318,but i held off a group of runners that were breathing down my neck for the rest of the race and finished third overall,0,0,2,0,0
eng_train_track_b_02319,this drew a lot of startled stares and gasps as i calmly threw the shirt down on the floor at my feet and reached into the overnight bag and pulled out a small pair of tweezers,0,0,0,0,1
eng_train_track_b_02320,my head whipped around and there it was,0,1,0,0,2
eng_train_track_b_02321,you know in case he fucking died,2,2,0,0,1
eng_train_track_b_02322,so the police looked for footprints first,0,1,0,0,0
eng_train_track_b_02323,crying my heart out loud because the guy i was pinning for had fallen for another girl,0,0,0,3,0
eng_train_track_b_02324,everyone watched me dance on the stage but for some reason they couldn t see past the scars from my arms to my stomach to my legs i didn t realize that everyone knew what i was doing,0,1,0,2,0
eng_train_track_b_02325,i did this before brushing my teeth for bed,0,0,0,0,0
eng_train_track_b_02326,next thing they know the light is gone,0,2,0,1,2
eng_train_track_b_02327,wow i m really glad someone put this thread up,0,0,2,0,1
eng_train_track_b_02328,i messed up my shoulder pretty well and damn near broke several fingers,1,1,0,2,0
eng_train_track_b_02329,during the difficult times i ve often had a mental image in my head,0,1,0,1,0
eng_train_track_b_02330,i just had my super shiok shower at my awesome home and then i use my towel to wipe my face,0,0,1,0,0
eng_train_track_b_02331,to be honest i don t know why i set out into the dark yesterday s letter clutched in my palm,0,1,0,0,0
eng_train_track_b_02332,i again told myself to wake up,0,2,0,1,0
eng_train_track_b_02333,not necessarily god like,0,0,0,0,1
eng_train_track_b_02334,clearly we made a good crime fighting team,0,0,2,0,0
eng_train_track_b_02335,but he intrigued me,0,0,2,0,1
eng_train_track_b_02336,jinki you were the one fiddling with my hand back at the broadcast,0,0,0,0,0
eng_train_track_b_02337,his teeth were very very white,0,0,0,0,1
eng_train_track_b_02338,anyhow there was this other kid there,0,0,0,0,1
eng_train_track_b_02339,both only suffered minor injury and both were quite intoxicated,0,1,0,1,0
eng_train_track_b_02340,i put on way more neosporin than i could possibly need and then about five bandaids layered over it because it s at the outside of the first joint of my thumb,0,1,0,0,0
eng_train_track_b_02341,i do nt know man this shits rattling my brain,0,3,0,0,0
eng_train_track_b_02342,my index fingernail is positively burnt off on the top and my finger is singeing from pain and it s all because i wanted to use a candle to light another candle why oh why am i so brainless,1,1,0,1,0
eng_train_track_b_02343,i never saw the other kid for the rest of the time there,0,0,0,1,0
eng_train_track_b_02344,i instantly felt as light as a feather,0,0,3,0,0
eng_train_track_b_02345,as i m sitting in my car calling my mom my heart started pounding,0,2,0,0,0
eng_train_track_b_02346,my throat is tight my nose is numb,0,2,0,1,0
eng_train_track_b_02347,just fresh powder underneath a pine grove,0,0,2,0,0
eng_train_track_b_02348,if anything it has inspired my creativity,0,0,2,0,0
eng_train_track_b_02349,poor little guy was completely covered in fleas,0,1,0,2,0
eng_train_track_b_02350,i so far today have dislocated my shoulder burned myself on hot oil had a migraine had a sinus headache dislocated my wrist and fell down ten stairs made of wood,0,2,0,2,0
eng_train_track_b_02351,my friends and i were at the beach a few weeks ago,0,0,1,0,0
eng_train_track_b_02352,not insanely creepy but kinda gave me a weird feeling,0,1,0,0,1
eng_train_track_b_02353,a long while ago i slept over at one of my guy friends house,0,0,1,0,0
eng_train_track_b_02354,needless to say i never called him back,1,0,0,0,0
eng_train_track_b_02355,happy birthday though you beautiful mofo,0,0,3,0,0
eng_train_track_b_02356,they ended up suspending girls as well,1,0,0,0,0
eng_train_track_b_02357,my arms started to ache but i had to do another 200 and i thought no i came all this way for nothing so i continued,0,1,1,0,0
eng_train_track_b_02358,as they walked up to the cross walk they were horsing around,0,0,1,0,0
eng_train_track_b_02359,one morning though he slept in,0,0,0,0,1
eng_train_track_b_02360,dogs spirit into the afterlife very strange,0,1,0,0,2
eng_train_track_b_02361,it s the closest thing i ve experienced that i can say was nearly unexplainable,0,1,0,0,2
eng_train_track_b_02362,my nose was still clogged and breathing out of just one nostril has become a work of art for me but i decided i was up for a loop through the neighborhood,0,1,0,1,0
eng_train_track_b_02363,p look at my face it s super chubby,0,0,1,0,0
eng_train_track_b_02364,we got the ranch loaded our guns and sat up till sunrise,0,1,1,0,0
eng_train_track_b_02365,a couple of years ago i decided to go with my then girlfriend to my cities biggest music store,0,0,1,0,0
eng_train_track_b_02366,i bit down on my lower lip trying as hard as i can to force back another lump in my throat,0,0,0,2,0
eng_train_track_b_02367,the reason is because you don t have control of your lungs yet your body is on sleep mode autopilot so this paralysis is incorporated into the hallucination,0,2,0,0,1
eng_train_track_b_02368,i told him three things,0,0,0,0,0
eng_train_track_b_02369,however i always felt guilty regarding the abortion,0,1,0,3,0
eng_train_track_b_02370,the grass is a beautiful green,0,0,1,0,0
eng_train_track_b_02371,for a few months i have always been thinking about getting my tongue pierced,0,1,1,0,0
eng_train_track_b_02372,the first hour i couldn t even move,0,2,0,1,0
eng_train_track_b_02373,i have seen the sr71 at smithsonian this thing was bigger,0,0,1,0,2
eng_train_track_b_02374,this other guy seemed obsessed with this floor and talked about going up there and finding this ghost,0,2,0,0,1
eng_train_track_b_02375,i stand there for quite awhile just holding the thing with my back turned to the parents with absolutly nothing in front of me,0,1,0,0,0
eng_train_track_b_02376,i had to blow my nose between bites to really catch the flavor,0,0,0,0,0
eng_train_track_b_02377,the air canada lady patted my hand and called me dear too,0,0,1,0,0
eng_train_track_b_02378,i had something similar less extreme happen to me once,0,1,0,0,1
eng_train_track_b_02379,that was it nothing more so at first as i lay in bed i had quite a deadpan look on my face,0,0,0,1,0
eng_train_track_b_02380,i couldnt see his shoes,0,1,0,0,1
eng_train_track_b_02381,any potential bride is warned the groomsmen gifts will be swords,0,1,0,0,1
eng_train_track_b_02382,anyway there was this one girl about 8 or 9 years old who would always sit quietly and smile,0,0,1,0,0
eng_train_track_b_02383,x 26 nbsp i gave them a quick glance and nodded my head and for the first time i felt like i had some sort of common bond with someone in this town,0,0,1,0,0
eng_train_track_b_02384,another bumped into my head and buzzed there for a moment ack,0,1,0,0,1
eng_train_track_b_02385,i shoved him once pretty hard and put my fists up for a brawl,3,1,0,0,0
eng_train_track_b_02386,he knows what s happening and passes over a gel containing more than my average monthly dosage of caffeine and i pour the entire syrupy mixture down my throat,0,1,0,0,0
eng_train_track_b_02387,but my head still throbs because eventually i had to get up,0,1,0,1,0
eng_train_track_b_02388,my back ached and i was glad to sit down at every oppourtunity,0,0,1,1,0
eng_train_track_b_02389,we weren t allowed to cover her,1,1,0,2,0
eng_train_track_b_02390,btw she wasnt puffy swelling having a hard time breathing,0,1,0,0,0
eng_train_track_b_02391,when the dust settled i looked over at my wife and saw she was alive and i knew i was alive so i immediately had happiness in my heart,0,0,3,0,0
eng_train_track_b_02392,its most famous picture is picasso s guernica inspired by the civil war spain was enduring it has a selection of amazing surrealist works by dali and a number by joan miro some of which were laughably simplistic to my eyes and a selection of art from the 1940s to present in its permanent collection for its temporary exhibitions it had one on digital art and new media my favourite works were the series of mirrors by daniel rozin from israel,0,0,1,0,0
eng_train_track_b_02393,i noticed his eyes looked weird scary,0,3,0,0,2
eng_train_track_b_02394,needless to say she was extremely unhappy,0,0,0,2,0
eng_train_track_b_02395,i closed my eyes and pretended,0,0,0,0,0
eng_train_track_b_02396,we didn t know what to do the harder we pulled the harder the trap stuck to my fingers,0,2,0,0,0
eng_train_track_b_02397,the dream ended with me riding my friendly pterodactyl through the skies my hands stretched out to touch the clouds laughing at the wind and catching a whiff of my own foul breath blown back into my face,0,0,2,0,1
eng_train_track_b_02398,the heroine stood beside me and reached for my hand,0,0,0,0,0
eng_train_track_b_02399,others said with confidence that it was a drug deal gone bad,0,2,0,1,1
eng_train_track_b_02400,they jumped from the couch and aimed for all of the areas with sensitive skin the underside of my arm along my belt line the insides of my thighs,0,1,0,0,0
eng_train_track_b_02401,looked at me like i had flesh eating bacteria or a still birthed twin growing from the left side of my head,0,1,0,1,1
eng_train_track_b_02402,i got some ace presents including skins boxset and the prettiest dress from andy and gemma got me a brilliant veggie recipe book that i ve had my head stuck in ever since 2,0,0,2,0,0
eng_train_track_b_02403,he never took out the garbage,1,0,0,1,0
eng_train_track_b_02404,you know who you ladies are tracy brought out the very first picture of an angel and it brought tears to my eyes,0,0,0,1,0
eng_train_track_b_02405,my eyes widened,0,1,0,0,2
eng_train_track_b_02406,my little brother was home sick and sleeping in his bedroom,0,0,0,1,0
eng_train_track_b_02407,there were many police there and interviewing the mom,0,2,0,1,0
eng_train_track_b_02408,west hollywood is a creepy fucking place to live,2,2,0,0,1
eng_train_track_b_02409,too many calories my brain just couldn t deal,0,1,0,1,0
eng_train_track_b_02410,her mother is bouncing up and down with excitement,0,0,3,0,0
eng_train_track_b_02411,after a month at tables and t v trays i was back on the ground eating with my legs crossed and had no complaints about it,0,0,1,0,0
eng_train_track_b_02412,now i didn t feel like spending money,0,1,0,1,0
eng_train_track_b_02413,had to sit with her in the car as she was howling in pain and bleeding on me,0,3,0,3,0
eng_train_track_b_02414,i froze for a few seconds then slowly extended my fingers around both sides of its tiny body,0,1,0,0,0
eng_train_track_b_02415,this is probably more paranormal than matrix y but still weird coincidence,0,1,0,0,2
eng_train_track_b_02416,well sebastian was getting off the highway to complete this years journey,0,0,0,0,1
eng_train_track_b_02417,she left in a huge hurry leaving me with the overflowing toilet after her giant dump,2,1,0,0,1
eng_train_track_b_02418,he probably passed at least 15 people,0,0,0,0,1
eng_train_track_b_02419,i sweated my balls off tore up my muscles and got new bruises right after the old ones healed but the building is lovely and cool and i have an amazing view of the ocean from the upper floors,0,1,1,0,0
eng_train_track_b_02420,so my father owns a insurance agency,0,0,0,0,0
eng_train_track_b_02421,i take a right turn and without the danger of exaggeration and with all the truth i hold in my heart sitting in front of me was the hospital,0,1,0,0,0
eng_train_track_b_02422,i cried my eyes out in fifth period much to carnell and natasha s displeasure,0,0,0,3,0
eng_train_track_b_02423,at this point my legs were starting to ache and i was hoping for something to lift my spirits and there were mom and andy cheering me on around mile 8 5,0,1,1,1,0
eng_train_track_b_02424,what is even more interesting is that i know exactly how i got this definition,0,0,1,0,1
eng_train_track_b_02425,then i shook my head,0,0,0,0,0
eng_train_track_b_02426,guess it s more sad than creepy,0,0,0,2,0
eng_train_track_b_02427,it breaks my heart though that someone could be that selfish to make their dog live in so much pain and suffering,2,1,0,2,0
eng_train_track_b_02428,those little blonde kids,0,0,0,0,1
eng_train_track_b_02429,when i was just under 2 years old we started renting a crappy tiny little house out in the boonies,0,0,0,2,0
eng_train_track_b_02430,it s friday night i am home in my jammies watching something stupid on tv with my legs all covered up like a good girl,0,0,1,0,0
eng_train_track_b_02431,so i fixed my eyes on the sandaled feet that walked before me until we arrived at the next town never looking back,0,0,0,0,0
eng_train_track_b_02432,my heart clenched as i heard it he was clearly worried for the girl,0,1,0,1,0
eng_train_track_b_02433,but my foot doesn t walk half a mile without pain i ve got a streaming cold that s refused to go away for a week and as well as being entirely idle i ve got an aversion to crowds actually an aversion to more than three people on the street at the same time,0,2,0,1,0
eng_train_track_b_02434,i didn t even eat a tiny pizza,0,0,0,1,0
eng_train_track_b_02435,another fun fact was that the dance floor was all sand which got between my toes and there were about 5 million flies buzzing around,0,1,0,1,0
eng_train_track_b_02436,nobody disagreed with red carding the coach,0,0,0,0,0
eng_train_track_b_02437,not too bad but never really clicked,0,0,1,1,0
eng_train_track_b_02438,i couldn t get loose and ended up pulling so hard that i pulled my tooth completely out,0,3,0,1,0
eng_train_track_b_02439,the whole house and the people and the flame seemed to vanish and leave me in an endless darkness as soon as my eyes were closed,0,2,0,1,0
eng_train_track_b_02440,but it s a very strange feeling,0,1,0,0,2
eng_train_track_b_02441,when mike walked in the door my heart skipped a beat and i had the biggest smile on my face,0,0,2,0,0
eng_train_track_b_02442,one is explainable the other still stumps me,0,1,0,0,2
eng_train_track_b_02443,maybe it was fatigue maybe i was just being dramatic but i raised my hand and touched the tender flesh of my cheek,0,1,0,1,0
eng_train_track_b_02444,it felt as if this powerful force just knocked the wind out of me,0,2,0,1,2
eng_train_track_b_02445,i lurched to my feet and began walking across the street with a painful measured stride not daring to look behind me,0,2,0,0,0
eng_train_track_b_02446,she looked bisexual dammit,1,0,0,0,1
eng_train_track_b_02447,that evening they put me down to sleep in the cot and went about their evening routine,0,0,0,0,0
eng_train_track_b_02448,gravestone says died 20 february 1957,0,0,0,1,1
eng_train_track_b_02449,and i got sooo tired so quick but i couldn t lay down because my head was spinning,0,2,0,1,0
eng_train_track_b_02450,around 5am still dark,0,1,0,0,0
eng_train_track_b_02451,below my feet the tinny depths of aqua blue whispered hints of bottomlessness come back come back i felt almost drunk staggering back across the ungiving concrete to rejoin my children on the other shallower side of the swimming pool,0,1,0,0,0
eng_train_track_b_02452,my grandma my mom my grandaunt my aunt my sister i cried and wept in my sleep i just shook and sobbed and sniffled then i woke up and my eyes were wet,0,1,0,2,0
eng_train_track_b_02453,sometimes my eyes feel so transparent so rubbing them helps my eye lids feel real,0,1,0,0,0
eng_train_track_b_02454,things are relatively quiet,0,0,1,0,0
eng_train_track_b_02455,my nose was mashed against my face i was in complete darkness and the only way to breathe was the oxygen coming in through that tiny eyelet at my mouth,0,3,0,1,0
eng_train_track_b_02456,well she s not gon na last the whole song like that so since i m behind her and the audience can t see below my torso pretty much i use my hand to push down on the lid and support her weight,0,0,1,0,0
eng_train_track_b_02457,my throat is very dry now and keep on coughing,0,2,0,0,0
eng_train_track_b_02458,so i literally slept with michel thomas heavily polish german accented french ringing in my ears 4,0,0,0,0,0
eng_train_track_b_02459,my feet still get rubbed at the end of the day and when we go out to eat its still my choice,0,0,1,0,0
eng_train_track_b_02460,i remember that the phrase blood turning to ice makes sense now,0,3,0,0,2
eng_train_track_b_02461,i barely slept that night and didn t tell anyone about it till now,0,2,0,2,0
eng_train_track_b_02462,as soon as i started climbing my hands felt toasty warm,0,0,1,0,0
eng_train_track_b_02463,it captures and exemplifies everything a year on the cushion entailed showing up working hard exerting effort maintaining sincere intent paying close attention shutting my mouth opening my eyes sweating getting dirty bleeding waiting tipping over falling down getting up staying the course,0,0,1,0,0
eng_train_track_b_02464,i was petrified he looked really calm,0,3,0,0,1
eng_train_track_b_02465,what a relief it was and my heart was beating so fast,0,1,2,0,0
eng_train_track_b_02466,pound hand weights start with my elbows on the ground then all the way up and on the way down do the same down 2 up 1 breaking the trip down into 7 sections,0,0,1,0,0
eng_train_track_b_02467,unfortunately my mum decided to clear out his old room and she found them,0,1,0,1,1
eng_train_track_b_02468,he was discharged from the army as well,0,0,0,1,0
eng_train_track_b_02469,no time to explain and no one understood it was a misunderstanding,2,2,0,1,0
eng_train_track_b_02470,everything is incredibly far away and earth is so very small,0,1,0,1,2
eng_train_track_b_02471,that did a number on my stomach,0,1,0,0,0
eng_train_track_b_02472,it looked so unreal,0,1,0,0,2
eng_train_track_b_02473,i crouched and put my arm on my knee acting like a pro like i was amazing,0,0,1,0,0
eng_train_track_b_02474,my grandmother fell very ill this past summer and ended up suffering from encephalitis which in layman s terms ate her brain away until she died,0,1,0,3,0
eng_train_track_b_02475,it can t be a plane as the lights never move they just appear,0,2,0,0,2
eng_train_track_b_02476,the dead guy was never found as far as i know,0,2,0,1,2
eng_train_track_b_02477,so i did some chores but mostly took it easy my eye no longer ached anyway,0,0,1,0,0
eng_train_track_b_02478,we were both interested in astronomy so we d often just sit on a bench and literally stare into space,0,0,2,0,0
eng_train_track_b_02479,perhaps i ll alter the whole thing,0,0,1,0,1
eng_train_track_b_02480,they had me in a pile and my head was down,0,2,0,1,0
eng_train_track_b_02481,one time a girl grabbed my hand and dragged me out onto the floor,0,0,0,0,0
eng_train_track_b_02482,seriously my head is just not in the game,0,1,0,1,0
eng_train_track_b_02483,my palms are sweating,0,2,0,0,0
eng_train_track_b_02484,okay that sucks right,1,0,0,1,0
eng_train_track_b_02485,it was quite old,0,0,0,0,1
eng_train_track_b_02486,that may be unverifiable,0,1,0,0,0
eng_train_track_b_02487,well i started to realize that it wasn t going to work out in the long run surprise surprise and so i broke it off with her as gently as possible,1,1,1,1,1
eng_train_track_b_02488,and here s the rest of the pics what my face looked like after the duct tape situation,0,0,1,0,0
